GEOid,GEOid2,GEOdisplay_label,HD01_S076,HD02_S076,HD01_S077,HD02_S077,HD01_S078,HD02_S078,HD01_S079,HD02_S079,HD01_S080,HD02_S080,HD01_S081,HD02_S081,HD01_S082,HD02_S082,HD01_S083,HD02_S083,HD01_S084,HD02_S084,HD01_S085,HD02_S085,HD01_S086,HD02_S086,HD01_S087,HD02_S087,HD01_S088,HD02_S088,HD01_S089,HD02_S089,HD01_S090,HD02_S090,HD01_S091,HD02_S091,HD01_S092,HD02_S092,HD01_S093,HD02_S093,HD01_S094,HD02_S094,HD01_S095,HD02_S095,HD01_S096,HD02_S096,HD01_S097,HD02_S097,HD01_S098,HD02_S098,HD01_S099,HD02_S099,HD01_S100,HD02_S100,HD01_S101,HD02_S101,HD01_S102,HD02_S102,HD01_S103,HD02_S103,HD01_S104,HD02_S104,HD01_S105,HD02_S105,HD01_S106,HD02_S106,HD01_S107,HD02_S107,HD01_S108,HD02_S108,HD01_S109,HD02_S109,HD01_S110,HD02_S110,HD01_S111,HD02_S111,HD01_S112,HD02_S112,HD01_S113,HD02_S113,HD01_S114,HD02_S114,HD01_S115,HD02_S115,HD01_S116,HD02_S116,HD01_S117,HD02_S117,HD01_S118,HD02_S118,HD01_S119,HD02_S119,HD01_S120,HD02_S120,HD01_S121,HD02_S121,HD01_S122,HD02_S122,HD01_S123,HD02_S123,HD01_S124,HD02_S124,HD01_S125,HD02_S125,HD01_S126,HD02_S126,HD01_S127,HD02_S127,HD01_S128,HD02_S128,HD01_S129,HD02_S129
1400000US36047005300,36047005300,"Census Tract 53, Kings County, New York",1888,100.0,1802,95.4,1287,68.2,220,11.7,12,0.6,48,2.5,11,0.6,11,0.6,2,0.1,6,0.3,10,0.5,0,0.0,8,0.4,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,235,12.4,86,4.6,4,0.2,15,0.8,14,0.7,21,1.1,1351,71.6,249,13.2,25,1.3,77,4.1,4,0.2,276,14.6,1888,100.0,591,31.3,121,6.4,367,19.4,4,0.2,99,5.2,1297,68.7,1888,100.0,591,31.3,282,14.9,49,2.6,10,0.5,3,0.2,0,0.0,212,11.2,35,1.9,1297,68.7,1005,53.2,171,9.1,2,0.1,45,2.4,0,0.0,23,1.2,51,2.7
1400000US36047005400,36047005400,"Census Tract 54, Kings County, New York",3139,100.0,3062,97.5,2565,81.7,50,1.6,4,0.1,340,10.8,63,2.0,162,5.2,34,1.1,5,0.2,44,1.4,9,0.3,23,0.7,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,103,3.3,77,2.5,4,0.1,20,0.6,18,0.6,16,0.5,2629,83.8,74,2.4,17,0.5,370,11.8,3,0.1,130,4.1,3139,100.0,380,12.1,66,2.1,153,4.9,18,0.6,143,4.6,2759,87.9,3139,100.0,380,12.1,244,7.8,11,0.4,0,0.0,3,0.1,0,0.0,93,3.0,29,0.9,2759,87.9,2321,73.9,39,1.2,4,0.1,337,10.7,0,0.0,10,0.3,48,1.5
1400000US36047005601,36047005601,"Census Tract 56.01, Kings County, New York",2505,100.0,2465,98.4,2225,88.8,22,0.9,2,0.1,140,5.6,26,1.0,62,2.5,13,0.5,6,0.2,11,0.4,0,0.0,22,0.9,1,0.0,1,0.0,0,0.0,0,0.0,0,0.0,75,3.0,40,1.6,10,0.4,7,0.3,4,0.2,12,0.5,2260,90.2,28,1.1,16,0.6,150,6.0,1,0.0,92,3.7,2505,100.0,246,9.8,32,1.3,108,4.3,9,0.4,97,3.9,2259,90.2,2505,100.0,246,9.8,155,6.2,3,0.1,0,0.0,2,0.1,0,0.0,74,3.0,12,0.5,2259,90.2,2070,82.6,19,0.8,2,0.1,138,5.5,1,0.0,1,0.0,28,1.1
1400000US36047005602,36047005602,"Census Tract 56.02, Kings County, New York",1586,100.0,1546,97.5,1369,86.3,17,1.1,1,0.1,124,7.8,17,1.1,62,3.9,23,1.5,3,0.2,6,0.4,3,0.2,10,0.6,1,0.1,1,0.1,0,0.0,0,0.0,0,0.0,34,2.1,40,2.5,7,0.4,12,0.8,5,0.3,5,0.3,1401,88.3,28,1.8,10,0.6,145,9.1,3,0.2,44,2.8,1586,100.0,122,7.7,9,0.6,71,4.5,7,0.4,35,2.2,1464,92.3,1586,100.0,122,7.7,82,5.2,5,0.3,0,0.0,0,0.0,0,0.0,30,1.9,5,0.3,1464,92.3,1287,81.1,12,0.8,1,0.1,124,7.8,1,0.1,4,0.3,35,2.2
1400000US36047005800,36047005800,"Census Tract 58, Kings County, New York",3152,100.0,3060,97.1,2549,80.9,46,1.5,19,0.6,302,9.6,61,1.9,129,4.1,26,0.8,11,0.3,21,0.7,3,0.1,51,1.6,6,0.2,2,0.1,0,0.0,4,0.1,0,0.0,138,4.4,92,2.9,3,0.1,37,1.2,12,0.4,16,0.5,2625,83.3,65,2.1,29,0.9,350,11.1,14,0.4,164,5.2,3152,100.0,423,13.4,73,2.3,184,5.8,13,0.4,153,4.9,2729,86.6,3152,100.0,423,13.4,253,8.0,12,0.4,10,0.3,3,0.1,4,0.1,121,3.8,20,0.6,2729,86.6,2296,72.8,34,1.1,9,0.3,299,9.5,2,0.1,17,0.5,72,2.3
1400000US36047005900,36047005900,"Census Tract 59, Kings County, New York",1384,100.0,1326,95.8,830,60.0,257,18.6,13,0.9,36,2.6,6,0.4,9,0.7,5,0.4,10,0.7,3,0.2,0,0.0,3,0.2,5,0.4,0,0.0,3,0.2,0,0.0,2,0.1,185,13.4,58,4.2,4,0.3,9,0.7,10,0.7,10,0.7,864,62.4,280,20.2,24,1.7,51,3.7,17,1.2,209,15.1,1384,100.0,449,32.4,46,3.3,286,20.7,7,0.5,110,7.9,935,67.6,1384,100.0,449,32.4,184,13.3,35,2.5,9,0.7,2,0.1,3,0.2,185,13.4,31,2.2,935,67.6,646,46.7,222,16.0,4,0.3,34,2.5,2,0.1,0,0.0,27,2.0
1400000US36047006000,36047006000,"Census Tract 60, Kings County, New York",2826,100.0,2705,95.7,1950,69.0,47,1.7,7,0.2,366,13.0,41,1.5,239,8.5,20,0.7,4,0.1,16,0.6,5,0.2,41,1.5,1,0.0,1,0.0,0,0.0,0,0.0,0,0.0,334,11.8,121,4.3,8,0.3,46,1.6,16,0.6,25,0.9,2055,72.7,68,2.4,21,0.7,428,15.1,5,0.2,381,13.5,2826,100.0,622,22.0,313,11.1,125,4.4,5,0.2,179,6.3,2204,78.0,2826,100.0,622,22.0,238,8.4,6,0.2,5,0.2,2,0.1,0,0.0,327,11.6,44,1.6,2204,78.0,1712,60.6,41,1.5,2,0.1,364,12.9,1,0.0,7,0.2,77,2.7
1400000US36047006200,36047006200,"Census Tract 62, Kings County, New York",2853,100.0,2761,96.8,2123,74.4,47,1.6,5,0.2,371,13.0,31,1.1,198,6.9,14,0.5,7,0.2,26,0.9,9,0.3,86,3.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,215,7.5,92,3.2,8,0.3,39,1.4,19,0.7,16,0.6,2208,77.4,74,2.6,16,0.6,414,14.5,1,0.0,236,8.3,2853,100.0,444,15.6,91,3.2,143,5.0,10,0.4,200,7.0,2409,84.4,2853,100.0,444,15.6,186,6.5,3,0.1,4,0.1,0,0.0,0,0.0,210,7.4,41,1.4,2409,84.4,1937,67.9,44,1.5,1,0.0,371,13.0,0,0.0,5,0.2,51,1.8
1400000US36047006300,36047006300,"Census Tract 63, Kings County, New York",1892,100.0,1821,96.2,1618,85.5,39,2.1,1,0.1,109,5.8,14,0.7,47,2.5,8,0.4,20,1.1,9,0.5,0,0.0,11,0.6,2,0.1,0,0.0,0,0.0,0,0.0,2,0.1,52,2.7,71,3.8,2,0.1,34,1.8,7,0.4,11,0.6,1684,89.0,60,3.2,14,0.7,148,7.8,3,0.2,66,3.5,1892,100.0,188,9.9,24,1.3,89,4.7,20,1.1,55,2.9,1704,90.1,1892,100.0,188,9.9,122,6.4,9,0.5,0,0.0,1,0.1,0,0.0,37,2.0,19,1.0,1704,90.1,1496,79.1,30,1.6,1,0.1,108,5.7,2,0.1,15,0.8,52,2.7
1400000US36047006400,36047006400,"Census Tract 64, Kings County, New York",3478,100.0,3370,96.9,2658,76.4,88,2.5,11,0.3,350,10.1,68,2.0,185,5.3,18,0.5,5,0.1,41,1.2,6,0.2,27,0.8,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,263,7.6,108,3.1,3,0.1,30,0.9,19,0.5,30,0.9,2747,79.0,120,3.5,27,0.8,388,11.2,1,0.0,309,8.9,3478,100.0,560,16.1,163,4.7,222,6.4,5,0.1,170,4.9,2918,83.9,3478,100.0,560,16.1,255,7.3,28,0.8,9,0.3,3,0.1,0,0.0,220,6.3,45,1.3,2918,83.9,2403,69.1,60,1.7,2,0.1,347,10.0,0,0.0,43,1.2,63,1.8
1400000US36047006500,36047006500,"Census Tract 65, Kings County, New York",5191,100.0,5016,96.6,4575,88.1,94,1.8,13,0.3,198,3.8,40,0.8,58,1.1,18,0.3,22,0.4,38,0.7,2,0.0,20,0.4,2,0.0,1,0.0,0,0.0,0,0.0,1,0.0,134,2.6,175,3.4,18,0.3,72,1.4,28,0.5,28,0.5,4734,91.2,133,2.6,40,0.8,283,5.5,14,0.3,173,3.3,5191,100.0,501,9.7,60,1.2,208,4.0,24,0.5,209,4.0,4690,90.3,5191,100.0,501,9.7,297,5.7,33,0.6,6,0.1,5,0.1,0,0.0,122,2.4,38,0.7,4690,90.3,4278,82.4,61,1.2,7,0.1,193,3.7,2,0.0,12,0.2,137,2.6
1400000US36047006600,36047006600,"Census Tract 66, Kings County, New York",3663,100.0,3510,95.8,2772,75.7,66,1.8,17,0.5,391,10.7,37,1.0,206,5.6,32,0.9,8,0.2,39,1.1,4,0.1,65,1.8,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,264,7.2,153,4.2,3,0.1,45,1.2,31,0.8,30,0.8,2892,79.0,119,3.2,22,0.6,457,12.5,7,0.2,325,8.9,3663,100.0,702,19.2,210,5.7,244,6.7,9,0.2,239,6.5,2961,80.8,3663,100.0,702,19.2,355,9.7,20,0.5,14,0.4,6,0.2,0,0.0,254,6.9,53,1.4,2961,80.8,2417,66.0,46,1.3,3,0.1,385,10.5,0,0.0,10,0.3,100,2.7
1400000US36047006700,36047006700,"Census Tract 67, Kings County, New York",3301,100.0,3170,96.0,2931,88.8,51,1.5,3,0.1,125,3.8,17,0.5,37,1.1,16,0.5,18,0.5,26,0.8,1,0.0,10,0.3,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,60,1.8,131,4.0,1,0.0,88,2.7,14,0.4,17,0.5,3056,92.6,71,2.2,9,0.3,219,6.6,2,0.1,81,2.5,3301,100.0,259,7.8,15,0.5,124,3.8,25,0.8,95,2.9,3042,92.2,3301,100.0,259,7.8,169,5.1,6,0.2,3,0.1,2,0.1,0,0.0,53,1.6,26,0.8,3042,92.2,2762,83.7,45,1.4,0,0.0,123,3.7,0,0.0,7,0.2,105,3.2
1400000US36047006800,36047006800,"Census Tract 68, Kings County, New York",4870,100.0,4663,95.7,2929,60.1,142,2.9,20,0.4,858,17.6,66,1.4,629,12.9,28,0.6,7,0.1,40,0.8,16,0.3,72,1.5,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,714,14.7,207,4.3,6,0.1,82,1.7,37,0.8,38,0.8,3117,64.0,197,4.0,35,0.7,954,19.6,17,0.3,766,15.7,4870,100.0,1304,26.8,659,13.5,314,6.4,15,0.3,316,6.5,3566,73.2,4870,100.0,1304,26.8,480,9.9,33,0.7,14,0.3,10,0.2,0,0.0,693,14.2,74,1.5,3566,73.2,2449,50.3,109,2.2,6,0.1,848,17.4,0,0.0,21,0.4,133,2.7
1400000US36047006900,36047006900,"Census Tract 69, Kings County, New York",3537,100.0,3376,95.4,2820,79.7,145,4.1,6,0.2,238,6.7,53,1.5,72,2.0,20,0.6,31,0.9,35,1.0,3,0.1,24,0.7,3,0.1,0,0.0,0,0.0,0,0.0,3,0.1,164,4.6,161,4.6,9,0.3,75,2.1,29,0.8,12,0.3,2960,83.7,194,5.5,24,0.7,329,9.3,10,0.3,195,5.5,3537,100.0,612,17.3,68,1.9,369,10.4,18,0.5,157,4.4,2925,82.7,3537,100.0,612,17.3,377,10.7,36,1.0,3,0.1,6,0.2,0,0.0,154,4.4,36,1.0,2925,82.7,2443,69.1,109,3.1,3,0.1,232,6.6,3,0.1,10,0.3,125,3.5
1400000US36047007000,36047007000,"Census Tract 70, Kings County, New York",2344,100.0,2269,96.8,1573,67.1,151,6.4,13,0.6,388,16.6,17,0.7,271,11.6,30,1.3,2,0.1,18,0.8,4,0.2,46,2.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,144,6.1,75,3.2,8,0.3,7,0.3,17,0.7,18,0.8,1628,69.5,182,7.8,28,1.2,404,17.2,3,0.1,178,7.6,2344,100.0,438,18.7,72,3.1,188,8.0,14,0.6,164,7.0,1906,81.3,2344,100.0,438,18.7,224,9.6,36,1.5,7,0.3,4,0.2,0,0.0,140,6.0,27,1.2,1906,81.3,1349,57.6,115,4.9,6,0.3,384,16.4,0,0.0,4,0.2,48,2.0
1400000US36047007100,36047007100,"Census Tract 71, Kings County, New York",4495,100.0,4264,94.9,1627,36.2,1912,42.5,33,0.7,199,4.4,22,0.5,135,3.0,8,0.2,10,0.2,8,0.2,1,0.0,15,0.3,1,0.0,0,0.0,0,0.0,0,0.0,1,0.0,492,10.9,231,5.1,10,0.2,30,0.7,53,1.2,54,1.2,1781,39.6,2027,45.1,69,1.5,240,5.3,16,0.4,601,13.4,4495,100.0,1762,39.2,48,1.1,1162,25.9,32,0.7,520,11.6,2733,60.8,4495,100.0,1762,39.2,805,17.9,293,6.5,26,0.6,3,0.1,1,0.0,480,10.7,154,3.4,2733,60.8,822,18.3,1619,36.0,7,0.2,196,4.4,0,0.0,12,0.3,77,1.7
1400000US36047007200,36047007200,"Census Tract 72, Kings County, New York",1946,100.0,1857,95.4,730,37.5,60,3.1,18,0.9,528,27.1,31,1.6,443,22.8,12,0.6,0,0.0,4,0.2,20,1.0,18,0.9,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,521,26.8,89,4.6,0,0.0,6,0.3,8,0.4,34,1.7,787,40.4,84,4.3,34,1.7,546,28.1,9,0.5,582,29.9,1946,100.0,1138,58.5,415,21.3,259,13.3,3,0.2,461,23.7,808,41.5,1946,100.0,1138,58.5,504,25.9,27,1.4,18,0.9,10,0.5,0,0.0,516,26.5,63,3.2,808,41.5,226,11.6,33,1.7,0,0.0,518,26.6,0,0.0,5,0.3,26,1.3
1400000US36047007400,36047007400,"Census Tract 74, Kings County, New York",5451,100.0,5217,95.7,1708,31.3,143,2.6,80,1.5,1339,24.6,20,0.4,1182,21.7,33,0.6,17,0.3,8,0.1,12,0.2,67,1.2,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1947,35.7,234,4.3,3,0.1,20,0.4,16,0.3,135,2.5,1888,34.6,186,3.4,102,1.9,1375,25.2,7,0.1,2134,39.1,5451,100.0,3649,66.9,1437,26.4,873,16.0,19,0.3,1320,24.2,1802,33.1,5451,100.0,3649,66.9,1355,24.9,73,1.3,70,1.3,11,0.2,0,0.0,1945,35.7,195,3.6,1802,33.1,353,6.5,70,1.3,10,0.2,1328,24.4,0,0.0,2,0.0,39,0.7
1400000US36047007500,36047007500,"Census Tract 75, Kings County, New York",4383,100.0,4240,96.7,3823,87.2,74,1.7,7,0.2,207,4.7,23,0.5,79,1.8,22,0.5,23,0.5,35,0.8,6,0.1,19,0.4,2,0.0,1,0.0,0,0.0,0,0.0,1,0.0,127,2.9,143,3.3,3,0.1,76,1.7,23,0.5,12,0.3,3953,90.2,114,2.6,20,0.5,296,6.8,5,0.1,152,3.5,4383,100.0,508,11.6,57,1.3,254,5.8,27,0.6,170,3.9,3875,88.4,4383,100.0,508,11.6,360,8.2,9,0.2,5,0.1,2,0.0,0,0.0,103,2.3,29,0.7,3875,88.4,3463,79.0,65,1.5,2,0.0,205,4.7,2,0.0,24,0.5,114,2.6
1400000US36047007600,36047007600,"Census Tract 76, Kings County, New York",4412,100.0,4220,95.6,1600,36.3,186,4.2,58,1.3,715,16.2,59,1.3,567,12.9,18,0.4,12,0.3,5,0.1,1,0.0,53,1.2,1,0.0,0,0.0,0,0.0,1,0.0,0,0.0,1660,37.6,192,4.4,2,0.0,18,0.4,20,0.5,101,2.3,1746,39.6,222,5.0,82,1.9,754,17.1,11,0.2,1798,40.8,4412,100.0,3150,71.4,1184,26.8,809,18.3,9,0.2,1148,26.0,1262,28.6,4412,100.0,3150,71.4,1179,26.7,111,2.5,52,1.2,9,0.2,0,0.0,1633,37.0,166,3.8,1262,28.6,421,9.5,75,1.7,6,0.1,706,16.0,1,0.0,27,0.6,26,0.6
1400000US36047007700,36047007700,"Census Tract 77, Kings County, New York",3901,100.0,3766,96.5,3253,83.4,115,2.9,13,0.3,282,7.2,29,0.7,126,3.2,23,0.6,23,0.6,43,1.1,15,0.4,23,0.6,1,0.0,1,0.0,0,0.0,0,0.0,0,0.0,102,2.6,135,3.5,9,0.2,50,1.3,22,0.6,34,0.9,3378,86.6,151,3.9,29,0.7,344,8.8,3,0.1,140,3.6,3901,100.0,399,10.2,58,1.5,185,4.7,17,0.4,139,3.6,3502,89.8,3901,100.0,399,10.2,247,6.3,17,0.4,6,0.2,1,0.0,0,0.0,92,2.4,36,0.9,3502,89.8,3006,77.1,98,2.5,7,0.2,281,7.2,1,0.0,10,0.3,99,2.5
1400000US36047007800,36047007800,"Census Tract 78, Kings County, New York",5068,100.0,4711,93.0,1684,33.2,276,5.4,65,1.3,503,9.9,48,0.9,367,7.2,21,0.4,2,0.0,1,0.0,6,0.1,58,1.1,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2183,43.1,357,7.0,31,0.6,26,0.5,44,0.9,139,2.7,1960,38.7,371,7.3,144,2.8,553,10.9,27,0.5,2414,47.6,5068,100.0,4027,79.5,1354,26.7,1210,23.9,17,0.3,1446,28.5,1041,20.5,5068,100.0,4027,79.5,1365,26.9,130,2.6,57,1.1,5,0.1,0,0.0,2172,42.9,298,5.9,1041,20.5,319,6.3,146,2.9,8,0.2,498,9.8,0,0.0,11,0.2,59,1.2
1400000US36047008000,36047008000,"Census Tract 80, Kings County, New York",4169,100.0,3965,95.1,1670,40.1,160,3.8,109,2.6,329,7.9,63,1.5,224,5.4,21,0.5,9,0.2,5,0.1,3,0.1,4,0.1,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1697,40.7,204,4.9,7,0.2,11,0.3,15,0.4,111,2.7,1823,43.7,204,4.9,133,3.2,361,8.7,3,0.1,1859,44.6,4169,100.0,3279,78.7,1168,28.0,874,21.0,16,0.4,1221,29.3,890,21.3,4169,100.0,3279,78.7,1235,29.6,78,1.9,103,2.5,9,0.2,0,0.0,1678,40.2,176,4.2,890,21.3,435,10.4,82,2.0,6,0.1,320,7.7,0,0.0,19,0.5,28,0.7
1400000US36047008200,36047008200,"Census Tract 82, Kings County, New York",4141,100.0,3916,94.6,1628,39.3,233,5.6,51,1.2,391,9.4,25,0.6,290,7.0,26,0.6,15,0.4,16,0.4,7,0.2,12,0.3,1,0.0,1,0.0,0,0.0,0,0.0,0,0.0,1612,38.9,225,5.4,29,0.7,12,0.3,26,0.6,78,1.9,1788,43.2,301,7.3,119,2.9,420,10.1,7,0.2,1750,42.3,4141,100.0,3020,72.9,925,22.3,921,22.2,9,0.2,1165,28.1,1121,27.1,4141,100.0,3020,72.9,1085,26.2,99,2.4,43,1.0,4,0.1,0,0.0,1600,38.6,189,4.6,1121,27.1,543,13.1,134,3.2,8,0.2,387,9.3,1,0.0,12,0.3,36,0.9
1400000US36047008400,36047008400,"Census Tract 84, Kings County, New York",3299,100.0,2962,89.8,1473,44.6,161,4.9,144,4.4,218,6.6,46,1.4,112,3.4,12,0.4,17,0.5,3,0.1,10,0.3,18,0.5,4,0.1,0,0.0,0,0.0,0,0.0,4,0.1,962,29.2,337,10.2,128,3.9,19,0.6,28,0.8,96,2.9,1774,53.8,225,6.8,300,9.1,255,7.7,18,0.5,1103,33.4,3299,100.0,2431,73.7,966,29.3,533,16.2,7,0.2,925,28.0,868,26.3,3299,100.0,2431,73.7,941,28.5,81,2.5,141,4.3,18,0.5,4,0.1,955,28.9,291,8.8,868,26.3,532,16.1,80,2.4,3,0.1,200,6.1,0,0.0,7,0.2,46,1.4
1400000US36047008500,36047008500,"Census Tract 85, Kings County, New York",6956,100.0,6688,96.1,1297,18.6,3872,55.7,106,1.5,132,1.9,5,0.1,110,1.6,5,0.1,0,0.0,2,0.0,3,0.0,7,0.1,2,0.0,0,0.0,2,0.0,0,0.0,0,0.0,1279,18.4,268,3.9,4,0.1,2,0.0,55,0.8,76,1.1,1455,20.9,4033,58.0,176,2.5,148,2.1,16,0.2,1423,20.5,6956,100.0,3331,47.9,74,1.1,2292,32.9,12,0.2,953,13.7,3625,52.1,6956,100.0,3331,47.9,1208,17.4,562,8.1,76,1.1,6,0.1,0,0.0,1273,18.3,206,3.0,3625,52.1,89,1.3,3310,47.6,30,0.4,126,1.8,2,0.0,6,0.1,62,0.9
1400000US36047008600,36047008600,"Census Tract 86, Kings County, New York",0,(X),0,(X),0,(X),0,(X),0,(X),0,(X),0,(X),0,(X),0,(X),0,(X),0,(X),0,(X),0,(X),0,(X),0,(X),0,(X),0,(X),0,(X),0,(X),0,(X),0,(X),0,(X),0,(X),0,(X),0,(X),0,(X),0,(X),0,(X),0,(X),0,(X),0,(X),0,(X),0,(X),0,(X),0,(X),0,(X),0,(X),0,(X),0,(X),0,(X),0,(X),0,(X),0,(X),0,(X),0,(X),0,(X),0,(X),0,(X),0,(X),0,(X),0,(X),0,(X),0,(X),0,(X)
1400000US36047008800,36047008800,"Census Tract 88, Kings County, New York",3207,100.0,2923,91.1,1442,45.0,126,3.9,212,6.6,286,8.9,20,0.6,224,7.0,14,0.4,4,0.1,6,0.2,3,0.1,15,0.5,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,857,26.7,284,8.9,64,2.0,28,0.9,61,1.9,76,2.4,1691,52.7,217,6.8,295,9.2,334,10.4,5,0.2,973,30.3,3207,100.0,2038,63.5,779,24.3,449,14.0,12,0.4,798,24.9,1169,36.5,3207,100.0,2038,63.5,703,21.9,70,2.2,200,6.2,1,0.0,0,0.0,845,26.3,219,6.8,1169,36.5,739,23.0,56,1.7,12,0.4,285,8.9,0,0.0,12,0.4,65,2.0
1400000US36047009000,36047009000,"Census Tract 90, Kings County, New York",2994,100.0,2868,95.8,847,28.3,141,4.7,20,0.7,1312,43.8,18,0.6,1139,38.0,3,0.1,30,1.0,11,0.4,53,1.8,58,1.9,1,0.0,0,0.0,1,0.0,0,0.0,0,0.0,547,18.3,126,4.2,2,0.1,11,0.4,12,0.4,72,2.4,958,32.0,161,5.4,34,1.1,1332,44.5,13,0.4,626,20.9,2994,100.0,1269,42.4,585,19.5,265,8.9,6,0.2,413,13.8,1725,57.6,2994,100.0,1269,42.4,523,17.5,81,2.7,19,0.6,9,0.3,0,0.0,540,18.0,97,3.2,1725,57.6,324,10.8,60,2.0,1,0.0,1303,43.5,1,0.0,7,0.2,29,1.0
1400000US36047009200,36047009200,"Census Tract 92, Kings County, New York",5388,100.0,5092,94.5,1450,26.9,214,4.0,52,1.0,2252,41.8,125,2.3,1837,34.1,19,0.4,17,0.3,12,0.2,29,0.5,213,4.0,8,0.1,8,0.1,0,0.0,0,0.0,0,0.0,1116,20.7,296,5.5,14,0.3,20,0.4,37,0.7,67,1.2,1682,31.2,370,6.9,163,3.0,2318,43.0,20,0.4,1236,22.9,5388,100.0,2242,41.6,908,16.9,465,8.6,20,0.4,849,15.8,3146,58.4,5388,100.0,2242,41.6,783,14.5,86,1.6,42,0.8,7,0.1,0,0.0,1111,20.6,213,4.0,3146,58.4,667,12.4,128,2.4,10,0.2,2245,41.7,8,0.1,5,0.1,83,1.5
1400000US36047009400,36047009400,"Census Tract 94, Kings County, New York",5805,100.0,5686,98.0,1500,25.8,93,1.6,43,0.7,3453,59.5,143,2.5,3045,52.5,10,0.2,2,0.0,0,0.0,68,1.2,185,3.2,5,0.1,1,0.0,0,0.0,1,0.0,3,0.1,592,10.2,119,2.0,4,0.1,17,0.3,14,0.2,22,0.4,1569,27.0,144,2.5,64,1.1,3492,60.2,16,0.3,648,11.2,5805,100.0,1096,18.9,354,6.1,330,5.7,32,0.6,380,6.5,4709,81.1,5805,100.0,1096,18.9,386,6.6,26,0.4,28,0.5,10,0.2,1,0.0,577,9.9,68,1.2,4709,81.1,1114,19.2,67,1.2,15,0.3,3443,59.3,4,0.1,15,0.3,51,0.9
1400000US36047009600,36047009600,"Census Tract 96, Kings County, New York",6126,100.0,5808,94.8,2008,32.8,294,4.8,88,1.4,1624,26.5,43,0.7,1501,24.5,28,0.5,11,0.2,9,0.1,3,0.0,29,0.5,2,0.0,2,0.0,0,0.0,0,0.0,0,0.0,1792,29.3,318,5.2,21,0.3,24,0.4,25,0.4,141,2.3,2228,36.4,355,5.8,154,2.5,1696,27.7,21,0.3,2010,32.8,6126,100.0,3665,59.8,1303,21.3,857,14.0,13,0.2,1492,24.4,2461,40.2,6126,100.0,3665,59.8,1340,21.9,189,3.1,73,1.2,20,0.3,0,0.0,1780,29.1,263,4.3,2461,40.2,668,10.9,105,1.7,15,0.2,1604,26.2,2,0.0,12,0.2,55,0.9
1400000US36047009800,36047009800,"Census Tract 98, Kings County, New York",7024,100.0,6730,95.8,1635,23.3,234,3.3,86,1.2,2874,40.9,36,0.5,2765,39.4,21,0.3,1,0.0,8,0.1,0,0.0,43,0.6,5,0.1,1,0.0,4,0.1,0,0.0,0,0.0,1896,27.0,294,4.2,24,0.3,19,0.3,25,0.4,143,2.0,1860,26.5,302,4.3,153,2.2,2918,41.5,9,0.1,2095,29.8,7024,100.0,3635,51.8,1466,20.9,748,10.6,15,0.2,1406,20.0,3389,48.2,7024,100.0,3635,51.8,1255,17.9,150,2.1,81,1.2,16,0.2,5,0.1,1889,26.9,239,3.4,3389,48.2,380,5.4,84,1.2,5,0.1,2858,40.7,0,0.0,7,0.1,55,0.8
1400000US36047010000,36047010000,"Census Tract 100, Kings County, New York",6737,100.0,6500,96.5,1613,23.9,181,2.7,30,0.4,3533,52.4,50,0.7,3367,50.0,8,0.1,15,0.2,5,0.1,32,0.5,56,0.8,4,0.1,3,0.0,0,0.0,0,0.0,1,0.0,1139,16.9,237,3.5,3,0.0,41,0.6,20,0.3,68,1.0,1775,26.3,258,3.8,62,0.9,3608,53.6,25,0.4,1275,18.9,6737,100.0,2443,36.3,716,10.6,823,12.2,10,0.1,894,13.3,4294,63.7,6737,100.0,2443,36.3,1038,15.4,99,1.5,21,0.3,27,0.4,1,0.0,1107,16.4,150,2.2,4294,63.7,575,8.5,82,1.2,9,0.1,3506,52.0,3,0.0,32,0.5,87,1.3
1400000US36047010100,36047010100,"Census Tract 101, Kings County, New York",4093,100.0,3901,95.3,1980,48.4,178,4.3,58,1.4,215,5.3,63,1.5,55,1.3,25,0.6,18,0.4,6,0.1,4,0.1,44,1.1,9,0.2,2,0.0,0,0.0,0,0.0,7,0.2,1461,35.7,192,4.7,8,0.2,31,0.8,23,0.6,62,1.5,2120,51.8,240,5.9,90,2.2,268,6.5,17,0.4,1561,38.1,4093,100.0,2604,63.6,812,19.8,701,17.1,19,0.5,1072,26.2,1489,36.4,4093,100.0,2604,63.6,925,22.6,66,1.6,52,1.3,8,0.2,6,0.1,1429,34.9,118,2.9,1489,36.4,1055,25.8,112,2.7,6,0.1,207,5.1,3,0.1,32,0.8,74,1.8
